mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	slur
24	24	93	93	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	294					
24	24	373/4	373/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	295					
24	24	187/2	187/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	296					
24	24	375/4	375/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	297					
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	298					
24	24	95	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	299	ornamentTrill				
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	300					
24	24	93	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	301					
24	24	94	94	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	302					
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	303					
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	304					
25	25	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	305					
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	306					
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	307					
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	308					
25	25	99	99	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	309					
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	310					
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	311					
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	312					
25	25	96	96	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	313					
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	314					
25	25	97	97	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	315					
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	316					
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	317					
26	26	100	100	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	318					
26	26	101	101	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	319					
26	26	102	102	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	320					
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	321					
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	322					
26	26	103	103	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	323					
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	324					
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	325					
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	326					
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	327					
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	328					
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	329					
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	330					
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	331					
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	332					
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	333					
27	27	105	105	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	334					
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	335					
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	336					
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	337					
27	27	106	106	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	338					
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	339					
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	340					
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	341					
27	27	107	107	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	342					
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	343					
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	344					
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	345					
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	346					
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	347					
28	28	108	108	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	348					
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	349					
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	350					
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	351					
28	28	109	109	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	352					
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	353					
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	354					
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	355					
28	28	110	110	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	356					
28	28	441/4	441/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	357					
28	28	221/2	221/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	358					
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	359					
28	28	111	111	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	360					
28	28	445/4	445/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	361					
28	28	223/2	223/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	362					
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	363					
28	28	108	108	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	364					
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	365					
28	28	109	109	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	366					
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	367					
28	28	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	368					
29	29	112	112	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	369					
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	370					
29	29	225/2	225/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	371					
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	372					
29	29	113	113	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	373					
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	374					
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	375					
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	376					
29	29	114	114	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	377					
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	378					
29	29	229/2	229/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	379					
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	380					
29	29	115	115	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	381					
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	382					
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	383					
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	384					
29	29	112	112	2.0	0	0	Chord	4/4	2	1	1/2		r8	1/2	1	385					
29	29	114	114	2.0	1/2	1/2	Chord	4/4	2	1	1/2		r8	1/2	1	386					
30	30	116	116	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	387					
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	388					
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	389					
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	390					
30	30	117	117	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	391					
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	392					
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	393					
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	394					
30	30	118	118	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	395					
30	30	473/4	473/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	396					
30	30	237/2	237/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	397					
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	398					
30	30	119	119	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	399					
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	400					
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	401					
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	402					
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	403					
31	31	120	120	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	404					
31	31	122	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	405	ornamentTrill				
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	406					
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	407					
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	408					
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	409					
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	410					
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	411					
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	412					
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	413					
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	414					
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	415					
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	416					
32	32	125	125	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	417					
32	32	501/4	501/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	418					
32	32	251/2	251/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	419					
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	420					
32	32	126	126	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	421					
32	32	505/4	505/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	422					
32	32	253/2	253/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	423					
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	424					
32	32	127	127	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	425					
32	32	509/4	509/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	426					
32	32	255/2	255/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	427					
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	428					
32	32	124	124	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	429					
33	33	128	128	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	430					
33	33	129	129	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	431					
33	33	517/4	517/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	432					
33	33	259/2	259/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	433					
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	434					
33	33	130	130	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	435	ornamentTrill				
33	33	128	128	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	436					
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	437					
33	33	129	129	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	438					
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	439					
33	33	130	130	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	440					
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	441					
33	33	131	131	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	442					
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	443					
34	34	132	132	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	444					
34	34	531/4	531/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	445					
34	34	133	133	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	446					
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	447					
34	34	134	134	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	448					
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	449					
34	34	135	135	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	450					
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	451					
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	452					
34	34	531/4	531/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	453					
34	34	133	133	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	454					
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	455					
34	34	134	134	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	456					
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	457					
34	34	135	135	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	458					
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	459					
35	35	136	136	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	460					14
35	35	138	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	461					
35	35	136	136	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	462					15
35	35	138	138	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	463					
36	36	140	140	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	464					
36	36	141	141	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	465					
36	36	143	143	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	466					
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	467					
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	468					
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	469					
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	470					
36	36	142	142	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	471					16
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	472					16
36	36	143	143	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	473					16
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	474					
37	37	144	144	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	475					
37	37	144	144	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	476					
37	37	145	145	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	477					
37	37	147	147	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	478					
37	37	591/4	591/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	479					
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	480					17
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	481					17
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	482					17
37	37	146	146	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	483					17
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	484					17
37	37	147	147	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	485					17
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	486					
38	38	148	148	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	487					
38	38	148	148	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	488					
38	38	149	149	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	489					
38	38	151	151	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	490					
38	38	151	151	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	491					
38	38	303/2	303/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	492					
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	493					
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	494					
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	495					
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	496					
38	38	150	150	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	497					
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	498					
38	38	151	151	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	499					
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	500					
39	39	152	152	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	501					
39	39	152	152	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	502					
39	39	153	153	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	503					
39	39	155	155	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	504					
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	505					
39	39	311/2	311/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	506					
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	507					
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	508					
39	39	153	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	509					
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	510					
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	511					
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	512					
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	513					
39	39	154	154	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	514					
40	40	156	156	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	515					
40	40	157	157	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	516					18
40	40	629/4	629/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	517					18
40	40	315/2	315/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	518					18
40	40	631/4	631/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	519					
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	520					
40	40	639/4	639/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	521					
40	40	156	156	2.0	0	0	Chord	4/4	1	2	1/2			1/2	1	522					
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	523					
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	524					19
40	40	157	157	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	525					19
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	526					19
40	40	158	158	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	527					19
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	528					19
40	40	159	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	529					19
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	530					
41	41	160	160	0.0	0	0	Chord	4/4	1	1	0	appoggiatura		1/8	1	531					
41	41	160	160	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	532					
41	41	161	161	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	533					
41	41	163	163	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	534					
41	41	163	163	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	535					
41	41	327/2	327/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	536					
41	41	655/4	655/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	537					
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	538					
41	41	161	161	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	539					
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	540					
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	541					
41	41	163	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	542					
41	41	327/2	327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	543					
41	41	162	162	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	544					
42	42	164	164	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	545	ornamentTrill				
42	42	659/4	659/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	546					
42	42	165	165	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	547					
42	42	166	166	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	548	ornamentTrill				
42	42	164	164	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	549					
42	42	166	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	550					
43	43	168	168	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	551					
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	552					
43	43	169	169	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	553					
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	554					
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	555					
43	43	171	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	556					
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	557					
43	43	168	168	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	558					
43	43	170	170	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	559					
44	44	172	172	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	560					
44	44	173	173	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	561					
44	44	174	174	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	562	ornamentTrill				
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	563					
44	44	173	173	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	564					
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	565					
44	44	174	174	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	566					
45	45	176	176	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	567					
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	568					
45	45	177	177	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	569					
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	570					
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	571					
45	45	179	179	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	572					
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	573					
45	45	176	176	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	574					
45	45	178	178	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	575					
46	46	180	180	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	576					
46	46	361/2	361/2	0.0	1/8	1/8	Chord	4/4	1	1	0	grace16		1/16	1	577					
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	578					
46	46	181	181	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16		1/16	1	579					
46	46	181	181	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	580					
46	46	363/2	363/2	0.0	3/8	3/8	Chord	4/4	1	1	0	grace16		1/16	1	581					
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	582					
46	46	182	182	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	583					
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	584					
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8			1/8	1	585					
46	46	183	183	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	586					
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	587					
46	46	180	180	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	588					
47	47	184	184	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	589					
