mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible	slur	crescendo_line
19	18	205/2	205/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	295						
19	18	103	103	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	296						
19	18	207/2	207/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	297						
19	18	104	104	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	298						
19	18	209/2	209/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	299						
19	18	105	105	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	300						
19	18	211/2	211/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	301						
19	18	106	106	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	302						
19	18	213/2	213/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	303						
19	18	107	107	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	304						
19	18	215/2	215/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	305						
19	18	108	108	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	306						
20	19	217/2	217/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	307					4	
20	19	219/2	219/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	308						
20	19	110	110	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	309						
20	19	113	113	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	310						
20	19	217/2	217/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	311						
20	19	109	109	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	312						
20	19	219/2	219/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	313						
20	19	110	110	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	314						
20	19	221/2	221/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	315						
20	19	111	111	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	316						
20	19	223/2	223/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	317						
20	19	112	112	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	318						
20	19	225/2	225/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	319						
20	19	113	113	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	320						
20	19	227/2	227/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	321						
20	19	114	114	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	322						
21	20	229/2	229/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	323						
21	20	116	116	0.0	3/8	3/8	Chord	12/8	1	1	0	grace16	1/16	1	324						
21	20	116	116	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	325						
21	20	233/2	233/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	326						
21	20	117	117	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	327						
21	20	235/2	235/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	328						
21	20	119	119	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	329						
21	20	229/2	229/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	330						
21	20	115	115	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	331						
21	20	231/2	231/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	332						
21	20	116	116	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	333						
21	20	233/2	233/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	334						
21	20	117	117	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	335						
21	20	235/2	235/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	336						
21	20	118	118	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	337						
21	20	237/2	237/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	338						
21	20	119	119	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	339						
21	20	239/2	239/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	340						
21	20	120	120	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	341						
22	21	241/2	241/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	342					5	
22	21	243/2	243/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	343						
22	21	122	122	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	344						
22	21	125	125	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	345						
22	21	241/2	241/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	346						
22	21	121	121	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	347						
22	21	243/2	243/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	348						
22	21	122	122	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	349						
22	21	245/2	245/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	350						
22	21	123	123	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	351						
22	21	247/2	247/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	352						
22	21	124	124	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	353						
22	21	249/2	249/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	354						
22	21	125	125	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	355						
22	21	251/2	251/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	356						
22	21	126	126	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	357						
23	22	253/2	253/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	358						
23	22	128	128	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	359						
23	22	257/2	257/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	360						
23	22	129	129	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	361						
23	22	259/2	259/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	362						
23	22	130	130	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	363						
23	22	261/2	261/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	364						
23	22	131	131	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	365						
23	22	263/2	263/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	366						
23	22	132	132	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	367						
23	22	253/2	253/2	1.0	0	0	Chord	12/8	2	1	1/4		1/4	1	368						
23	22	128	128	1.5	3/8	3/8	Chord	12/8	2	1	3/8		1/4	3/2	369					6	
23	22	259/2	259/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	370						
23	22	131	131	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	371						
24	23	265/2	265/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	372						
24	23	134	134	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	373						
24	23	269/2	269/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	374						
24	23	135	135	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	375						
24	23	271/2	271/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	376						
24	23	136	136	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	377						
24	23	273/2	273/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	378						
24	23	137	137	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	379						
24	23	275/2	275/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	380						
24	23	138	138	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	381						
24	23	265/2	265/2	1.0	0	0	Chord	12/8	2	1	1/4		1/4	1	382						
25	24	277/2	277/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	383						
25	24	139	139	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	384						
25	24	279/2	279/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	385						
25	24	140	140	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	386						
25	24	281/2	281/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	387						
25	24	141	141	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	388						
25	24	283/2	283/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	389						
25	24	142	142	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	390						
25	24	285/2	285/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	391						
25	24	143	143	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	392						
25	24	287/2	287/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	393						
25	24	144	144	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	394						
26	25	289/2	289/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	395						
26	25	146	146	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	396						
26	25	293/2	293/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	397						
26	25	147	147	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	398						
26	25	295/2	295/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	399						
26	25	148	148	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	400						
26	25	297/2	297/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	401						
26	25	149	149	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	402						
26	25	299/2	299/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	403						
26	25	150	150	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	404						
26	25	289/2	289/2	1.0	0	0	Chord	12/8	2	1	1/4		1/4	1	405						
27	26	301/2	301/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	406						
27	26	151	151	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	407						
27	26	303/2	303/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	408						
27	26	152	152	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	409						
27	26	305/2	305/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	410						
27	26	153	153	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	411						
27	26	307/2	307/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	412						
27	26	154	154	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	413						
27	26	309/2	309/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	414						
27	26	155	155	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	415						
27	26	311/2	311/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	416						
27	26	156	156	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	417						
28	27	313/2	313/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	418						
28	27	157	157	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	419						
28	27	315/2	315/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	420						
28	27	158	158	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	421						
28	27	317/2	317/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	422						
28	27	159	159	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	423						
28	27	319/2	319/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	424						
28	27	160	160	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	425						
28	27	321/2	321/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	426						
28	27	161	161	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	427						
28	27	323/2	323/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	428						
28	27	162	162	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	429						
28	27	313/2	313/2	6.0	0	0	Chord	12/8	2	1	3/2		1	3/2	430						
29	28	325/2	325/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	431						
29	28	163	163	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	432						
29	28	327/2	327/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	433						
29	28	164	164	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	434						
29	28	329/2	329/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	435						
29	28	165	165	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	436						
29	28	331/2	331/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	437						
29	28	166	166	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	438						
29	28	333/2	333/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	439						
29	28	167	167	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	440						
29	28	335/2	335/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	441						
29	28	168	168	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	442						
29	28	325/2	325/2	6.0	0	0	Chord	12/8	2	1	3/2		1	3/2	443						
30	29	337/2	337/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	444						
30	29	169	169	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	445						
30	29	339/2	339/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	446						
30	29	170	170	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	447						
30	29	341/2	341/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	448						
30	29	171	171	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	449						
30	29	343/2	343/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	450						
30	29	172	172	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	451						
30	29	345/2	345/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	452						
30	29	173	173	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	453						
30	29	347/2	347/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	454						
30	29	174	174	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	455						
30	29	337/2	337/2	3.0	0	0	Chord	12/8	2	1	3/4		1/2	3/2	456						
30	29	343/2	343/2	3.0	3/4	3/4	Chord	12/8	2	1	3/4		1/2	3/2	457						
31	30	349/2	349/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	458						
31	30	175	175	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	459						
31	30	351/2	351/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	460						
31	30	176	176	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	461						
31	30	353/2	353/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	462						
31	30	177	177	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	463						
31	30	355/2	355/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	464						
31	30	178	178	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	465						
31	30	357/2	357/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	466						
31	30	179	179	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	467						
31	30	359/2	359/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	468						
31	30	180	180	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	469						
31	30	349/2	349/2	3.0	0	0	Chord	12/8	2	1	3/4		1/2	3/2	470						
31	30	355/2	355/2	3.0	3/4	3/4	Chord	12/8	2	1	3/4		1/2	3/2	471						
32	31	361/2	361/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	472						
32	31	182	182	0.0	3/8	3/8	Chord	12/8	1	1	0	grace16	1/16	1	473						
32	31	182	182	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	474						
32	31	365/2	365/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	475						
32	31	183	183	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	476						
32	31	367/2	367/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	477						
32	31	185	185	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	478						
32	31	361/2	361/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	479						
32	31	181	181	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	480						
32	31	363/2	363/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	481						
32	31	182	182	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	482						
32	31	365/2	365/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	483						
32	31	183	183	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	484						
32	31	367/2	367/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	485						
32	31	184	184	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	486						
32	31	369/2	369/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	487						
32	31	185	185	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	488						
32	31	371/2	371/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	489						
32	31	186	186	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	490						
33	32	373/2	373/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	491						
33	32	188	188	0.0	3/8	3/8	Chord	12/8	1	1	0	grace16	1/16	1	492						
33	32	188	188	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	493						
33	32	377/2	377/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	494						
33	32	189	189	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	495						
33	32	379/2	379/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	496						
33	32	192	192	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	497						
33	32	373/2	373/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	498						
33	32	187	187	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	499						
33	32	375/2	375/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	500						
33	32	188	188	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	501						
33	32	377/2	377/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	502						
33	32	189	189	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	503						
33	32	379/2	379/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	504						
33	32	190	190	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	505						
33	32	381/2	381/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	506						
33	32	191	191	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	507						
33	32	383/2	383/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	508						
33	32	192	192	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	509						
34	33	385/2	385/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	510						
34	33	194	194	0.0	3/8	3/8	Chord	12/8	1	1	0	grace16	1/16	1	511						
34	33	194	194	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	512						
34	33	389/2	389/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	513						
34	33	195	195	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	514						
34	33	391/2	391/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	515						
34	33	197	197	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	516						
34	33	385/2	385/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	517						
34	33	193	193	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	518						
34	33	387/2	387/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	519						
34	33	194	194	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	520						
34	33	389/2	389/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	521						
34	33	195	195	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	522						
34	33	391/2	391/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	523						
34	33	196	196	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	524						
34	33	393/2	393/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	525						
34	33	197	197	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	526						
34	33	395/2	395/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	527						
34	33	198	198	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	528						
35	34	397/2	397/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	529						
35	34	200	200	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	530						
35	34	403/2	403/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	531						
35	34	203	203	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	532						
35	34	397/2	397/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	533						
35	34	199	199	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	534						
35	34	399/2	399/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	535						
35	34	200	200	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	536						
35	34	401/2	401/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	537						
35	34	201	201	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	538						
35	34	403/2	403/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	539						
35	34	202	202	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	540						
35	34	405/2	405/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	541						
35	34	203	203	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	542						
35	34	407/2	407/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	543						
35	34	204	204	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	544						
36	35	409/2	409/2	3.0	0	0	Chord	12/8	1	1	3/4		1/2	3/2	545						
36	35	415/2	415/2	3.0	3/4	3/4	Chord	12/8	1	1	3/4		1/2	3/2	546	ornamentTrill					
36	35	409/2	409/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	547						
36	35	205	205	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	548						
36	35	411/2	411/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	549						
36	35	206	206	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	550						
36	35	413/2	413/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	551						
36	35	207	207	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	552						
36	35	415/2	415/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	553						
36	35	208	208	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	554						
36	35	417/2	417/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	555						
36	35	209	209	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	556						
36	35	419/2	419/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	557						
36	35	210	210	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	558						
37	36	421/2	421/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	559						
37	36	213	213	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	560						
37	36	427/2	427/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	561						
37	36	429/2	429/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	562						
37	36	215	215	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	563						
37	36	216	216	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	564						
37	36	421/2	421/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	565						
37	36	211	211	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	566						
37	36	423/2	423/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	567						
37	36	212	212	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	568						
37	36	425/2	425/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	569						
37	36	213	213	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	570						
37	36	427/2	427/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	571						
37	36	214	214	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	572						
37	36	429/2	429/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	573						
37	36	215	215	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	574						
37	36	431/2	431/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	575						
37	36	216	216	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	576						
38	37	433/2	433/2	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	577						
38	37	219	219	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	578						
38	37	439/2	439/2	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	579						
38	37	441/2	441/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	580						
38	37	221	221	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	581						
38	37	222	222	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	582						
38	37	433/2	433/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	583						
38	37	217	217	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	584						
38	37	435/2	435/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	585						
38	37	218	218	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	586						
38	37	437/2	437/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	587						
38	37	219	219	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	588						
38	37	439/2	439/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	589						
38	37	220	220	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	590						
38	37	441/2	441/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	591						
38	37	221	221	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	592						
38	37	443/2	443/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	593						
