mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur
78	78	309	309	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1120						
78	78	310	310	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1121						
79	79	312	312	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	1122						
79	79	312	312	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1123		ornamentTrill				
79	79	314	314	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1124						
79	79	629/2	629/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1125						
79	79	315	315	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1126						
79	79	631/2	631/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1127						
79	79	312	312	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1128						
79	79	313	313	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1129						
79	79	314	314	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1130						
79	79	315	315	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1131						
79	79	312	312	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1132						
79	79	313	313	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1133						
79	79	314	314	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1134						
79	79	315	315	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	1135						
80	80	316	316	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	1136						
80	80	316	316	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1137		ornamentTrill				
80	80	318	318	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1138						
80	80	637/2	637/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1139						
80	80	319	319	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1140						
80	80	639/2	639/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1141						
80	80	316	316	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1142						
80	80	317	317	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1143						
80	80	318	318	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1144						
80	80	316	316	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1145						
80	80	317	317	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	1146						
80	80	318	318	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1147						
81	81	320	320	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1148						10
81	81	321	321	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1149		ornamentTrill				
81	81	643/2	643/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1150						
81	81	322	322	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1151						
81	81	645/2	645/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1152						
81	81	323	323	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1153						
81	81	647/2	647/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1154						
81	81	320	320	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1155						
81	81	321	321	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1156						
81	81	323	323	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1157						
82	82	324	324	4.0	0	0	Chord	4/4	1	1	1		1	1	1158		ornamentTrill				
82	82	324	324	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1159						
82	82	651/2	651/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1160						
82	82	326	326	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1161						
82	82	653/2	653/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1162						
82	82	327	327	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1163						
82	82	655/2	655/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1164						
82	82	324	324	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1165						
83	83	328	328	4.0	0	0	Chord	4/4	1	1	1		1	1	1166		ornamentTrill				
83	83	328	328	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1167						
83	83	329	329	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1168						
83	83	1319/4	1319/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1169						
83	83	330	330	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1170						
83	83	661/2	661/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1171						
83	83	331	331	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1172						
83	83	663/2	663/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1173						
84	84	332	332	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1174		ornamentTrill				
84	84	334	334	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p					
84	84	334	334	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1175						
84	84	1003/3	1003/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1176						
84	84	1004/3	1004/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1177						
84	84	335	335	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1178						
84	84	1006/3	1006/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1179						
84	84	1007/3	1007/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1180						
84	84	332	332	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1181						
85	85	336	336	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1182						
85	85	337	337	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1183						
85	85	338	338	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1184		ornamentTrill				
85	85	679/2	679/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1185						
85	85	1359/4	1359/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1186						
85	85	336	336	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1187						
85	85	673/2	673/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1188						
85	85	337	337	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1189						
85	85	675/2	675/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1190						
85	85	338	338	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1191						
85	85	677/2	677/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1192						
85	85	339	339	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1193						
85	85	679/2	679/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1194						
86	86	340	340	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1195						
86	86	1361/4	1361/4	0.75	1/16	1/16	Chord	4/4	1	1	3/16		1/8	3/2	1196						
86	86	341	341	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1197						
86	86	1365/4	1365/4	0.75	5/16	5/16	Chord	4/4	1	1	3/16		1/8	3/2	1198						
86	86	342	342	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1199						
86	86	343	343	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1200						
86	86	1373/4	1373/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1201						
86	86	687/2	687/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1202						
86	86	1375/4	1375/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1203						
86	86	340	340	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1204						
86	86	681/2	681/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1205						
86	86	341	341	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1206						
86	86	683/2	683/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1207						
86	86	342	342	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1208						
86	86	685/2	685/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1209						
86	86	343	343	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1210						
86	86	687/2	687/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1211						
87	87	344	344	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1212						
87	87	345	345	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1213						
87	87	346	346	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1214						
87	87	1385/4	1385/4	0.75	9/16	9/16	Chord	4/4	1	1	3/16		1/8	3/2	1215						
87	87	347	347	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1216						
87	87	1389/4	1389/4	0.75	13/16	13/16	Chord	4/4	1	1	3/16		1/8	3/2	1217						
87	87	344	344	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1218						
87	87	689/2	689/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1219						
87	87	345	345	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1220						
87	87	691/2	691/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1221						
87	87	346	346	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1222						
87	87	693/2	693/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1223						
87	87	347	347	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1224						
87	87	695/2	695/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1225						
88	88	348	348	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	1226						
88	88	348	348	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1227		ornamentTrill				
88	88	350	350	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1228						
88	88	348	348	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1229						
88	88	697/2	697/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1230						
88	88	349	349	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1231						
88	88	699/2	699/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1232						
88	88	350	350	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1233						
88	88	701/2	701/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1234						
88	88	351	351	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1235						
88	88	703/2	703/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1236						
89	89	352	352	0.0	0	0	Dynamic	4/4	1	1	0					f					
89	89	352	352	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1237						
89	89	353	353	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1238						
89	89	1413/4	1413/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1239						
89	89	707/2	707/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1240						
89	89	1415/4	1415/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1241						
89	89	354	354	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1242						
89	89	355	355	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1243						
89	89	1421/4	1421/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1244						
89	89	711/2	711/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1245						
89	89	1423/4	1423/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1246						
89	89	352	352	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1247						
89	89	352	352	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1248						
89	89	354	354	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1249						
89	89	352	352	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1250						
89	89	354	354	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	1251						
90	90	356	356	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1252						
90	90	1425/4	1425/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1253						
90	90	713/2	713/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1254						
90	90	1427/4	1427/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1255						
90	90	357	357	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1256						
90	90	1429/4	1429/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1257						
90	90	715/2	715/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1258						
90	90	1431/4	1431/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1259						
90	90	358	358	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1260						
90	90	1433/4	1433/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1261						
90	90	717/2	717/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1262						
90	90	1435/4	1435/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1263						
90	90	359	359	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1264						
90	90	1437/4	1437/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1265						
90	90	719/2	719/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1266						
90	90	1439/4	1439/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1267						
90	90	356	356	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1268						
90	90	356	356	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	1269						
91	91	360	360	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1270						
91	91	1443/4	1443/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1271						
91	91	361	361	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1272						
91	91	1447/4	1447/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1273						
91	91	362	362	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1274						
91	91	725/2	725/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1275						
91	91	363	363	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1276						
91	91	727/2	727/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1277						
91	91	360	360	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1278						
91	91	361	361	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1279						
91	91	362	362	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1280						
91	91	363	363	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1281						
92	92	364	364	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1282						
92	92	365	365	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1283						11
92	92	1461/4	1461/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1284						11
92	92	731/2	731/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1285						11
92	92	1463/4	1463/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1286						
92	92	366	366	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1287						
92	92	364	364	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1288						
92	92	366	366	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1289						
92	92	733/2	733/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1290						
92	92	367	367	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1291						
92	92	735/2	735/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1292						
93	93	368	368	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1293		ornamentTrill				
93	93	1475/4	1475/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1294						
93	93	2951/8	2951/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1295						
93	93	369	369	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1296		ornamentTrill				
93	93	1479/4	1479/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1297						
93	93	2959/8	2959/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1298						
93	93	370	370	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1299						
93	93	743/2	743/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1300						
93	93	368	368	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1301						
93	93	1105/3	1105/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1302						
93	93	1106/3	1106/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1303						
93	93	369	369	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1304						
93	93	1108/3	1108/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1305						
93	93	1109/3	1109/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1306						
93	93	370	370	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1307						
93	93	1111/3	1111/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1308						
93	93	1112/3	1112/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1309						
93	93	371	371	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1310						
93	93	1114/3	1114/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1311						
93	93	1115/3	1115/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1312						
94	94	372	372	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1313						
94	94	373	373	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	1314						
94	94	373	373	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1315						
94	94	747/2	747/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1316						
94	94	1495/4	1495/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1317						
94	94	374	374	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1318						
94	94	372	372	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1319						
94	94	1117/3	1117/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1320						
94	94	1118/3	1118/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1321						
94	94	373	373	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1322						
94	94	1120/3	1120/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1323						
94	94	1121/3	1121/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1324						
94	94	374	374	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1325						
94	94	1123/3	1123/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1326						
94	94	1124/3	1124/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1327						
94	94	375	375	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1328						
94	94	1126/3	1126/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1329						
94	94	1127/3	1127/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1330						
95	95	376	376	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1331		ornamentTrill				
95	95	1507/4	1507/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	1332						
95	95	3015/8	3015/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	1333						
95	95	377	377	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1334		ornamentTrill				
95	95	1511/4	1511/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	1335						
95	95	3023/8	3023/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	1336						
95	95	378	378	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1337						
95	95	759/2	759/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1338						
95	95	376	376	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1339						
95	95	1129/3	1129/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1340						
95	95	1130/3	1130/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1341						
95	95	377	377	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1342						
95	95	1132/3	1132/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1343						
95	95	1133/3	1133/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1344						
95	95	378	378	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1345						
95	95	1135/3	1135/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1346						
95	95	1136/3	1136/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1347						
95	95	379	379	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1348						
95	95	1138/3	1138/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1349						
95	95	1139/3	1139/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1350						
96	96	380	380	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1351						
96	96	381	381	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	1352						
96	96	381	381	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1353						
96	96	763/2	763/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1354						
96	96	1527/4	1527/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1355						
96	96	382	382	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1356						
96	96	380	380	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1357						
96	96	1141/3	1141/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1358						
96	96	1142/3	1142/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1359						
96	96	381	381	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1360						
96	96	1144/3	1144/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1361						
96	96	1145/3	1145/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1362						
96	96	382	382	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1363						
96	96	1147/3	1147/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1364						
96	96	1148/3	1148/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1365						
96	96	383	383	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1366						
96	96	1150/3	1150/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1367						
96	96	1151/3	1151/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1368						
97	97	384	384	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1369						
97	97	386	386	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1370						
97	97	387	387	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1371						
97	97	1162/3	1162/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1372						
97	97	1163/3	1163/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1373						
97	97	384	384	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	1374						
97	97	385	385	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	1375						
97	97	1156/3	1156/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	1376						
97	97	1157/3	1157/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	1377						
97	97	384	384	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1378						
97	97	1153/3	1153/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1379						
97	97	1154/3	1154/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1380						
97	97	385	385	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1381						
97	97	1156/3	1156/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1382						
97	97	1157/3	1157/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1383						
97	97	386	386	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1384						
97	97	1159/3	1159/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1385						
97	97	1160/3	1160/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1386						
97	97	387	387	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1387						
97	97	1162/3	1162/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1388						
97	97	1163/3	1163/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1389						
98	98	388	388	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1390						
98	98	390	390	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1391						
98	98	391	391	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1392						
98	98	1174/3	1174/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1393						
98	98	1175/3	1175/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1394						
