mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible
105	103	413/2	413/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	986						
105	103	827/4	827/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	987						
105	103	205	205	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	988						
105	103	821/4	821/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	989						
105	103	411/2	411/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	990						
105	103	823/4	823/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	991						
105	103	206	206	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	992						
105	103	825/4	825/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	993						
105	103	413/2	413/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	994						
105	103	827/4	827/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	995						
106	104	207	207	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	996						
106	104	207	207	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	997						
106	104	415/2	415/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	998						
106	104	417/2	417/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	999						
106	104	1669/8	1669/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	1000						
106	104	835/4	835/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	1001						
106	104	1671/8	1671/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1002						
106	104	207	207	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1003						
106	104	829/4	829/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1004						
106	104	415/2	415/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1005						
106	104	831/4	831/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1006						
106	104	208	208	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1007						
106	104	833/4	833/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1008						
106	104	417/2	417/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1009						
106	104	835/4	835/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1010						
107	105	209	209	0.0	0	0	Dynamic	2/4	1	1	0						f					
107	105	209	209	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1011						
107	105	419/2	419/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8			1/4	3/2	1012						
107	105	209	209	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1013						
107	105	837/4	837/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1014						
107	105	419/2	419/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1015						
107	105	839/4	839/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1016						
107	105	210	210	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1017						
107	105	841/4	841/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1018						
107	105	421/2	421/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1019						
107	105	843/4	843/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1020						
108	106	211	211	0.0	0	0	Dynamic	2/4	1	1	0						p					
108	106	211	211	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1021						
108	106	423/2	423/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	1022						
108	106	425/2	425/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1023						
108	106	211	211	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1024						
108	106	845/4	845/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1025						
108	106	423/2	423/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1026						
108	106	847/4	847/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1027						
108	106	212	212	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1028						
108	106	849/4	849/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1029						
108	106	425/2	425/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1030						
108	106	851/4	851/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1031						
109	107	213	213	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	1032						
109	107	213	213	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1033						
109	107	853/4	853/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1034						
109	107	427/2	427/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	1035						
109	107	427/2	427/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1036						
109	107	855/4	855/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1037						
109	107	214	214	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	1038						
109	107	214	214	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1039						
109	107	857/4	857/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1040						
109	107	429/2	429/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16		1/16	1	1041						
109	107	429/2	429/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1042						
109	107	859/4	859/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1043						
109	107	213	213	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1044						
109	107	853/4	853/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1045						
109	107	427/2	427/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1046						
109	107	855/4	855/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1047						
109	107	214	214	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1048						
109	107	857/4	857/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1049						
109	107	429/2	429/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1050						
109	107	859/4	859/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1051						
110	108	215	215	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	1052						
110	108	1291/6	1291/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	1053						
110	108	646/3	646/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	1054						
110	108	431/2	431/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	1055						
110	108	647/3	647/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	1056						
110	108	1295/6	1295/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	1057						
110	108	216	216	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	1058						
110	108	1297/6	1297/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	1059						
110	108	649/3	649/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	1060						
110	108	433/2	433/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	1061						
110	108	650/3	650/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	1062						
110	108	1301/6	1301/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	1063						
111	109	217	217	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	1064						
111	109	1303/6	1303/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	1065						
111	109	652/3	652/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	1066						
111	109	435/2	435/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	1067						
111	109	653/3	653/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	1068						
111	109	1307/6	1307/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	1069						
111	109	218	218	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	1070						
111	109	1309/6	1309/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	1071						
111	109	655/3	655/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	1072						
111	109	437/2	437/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	1073						
111	109	656/3	656/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	1074						
111	109	1313/6	1313/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	1075						
112	110	219	219	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	1076						
112	110	1315/6	1315/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	1077						
112	110	658/3	658/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	1078						
112	110	439/2	439/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	1079						
112	110	659/3	659/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	1080						
112	110	1319/6	1319/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	1081						
112	110	220	220	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	1082						
112	110	1321/6	1321/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	1083						
112	110	661/3	661/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	1084						
112	110	441/2	441/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	1085						
112	110	662/3	662/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	1086						
112	110	1325/6	1325/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	1087						
112	110	219	219	0.0	0	0	Dynamic	2/4	2	1	0						f					
113	111	221	221	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	1088						
113	111	887/4	887/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1089						
113	111	222	222	0.375	1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	1090						
113	111	1779/8	1779/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1091						
113	111	445/2	445/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	1092						
113	111	1783/8	1783/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1093						
113	111	221	221	0.75	0	0	Chord	2/4	2	1	3/16			1/8	3/2	1094						
113	111	887/4	887/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1095						
113	111	222	222	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1096						
113	111	445/2	445/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1097						
114	112	223	223	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	1098						
114	112	1339/6	1339/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	1099						
114	112	670/3	670/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	1100						
114	112	447/2	447/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	1101						
114	112	671/3	671/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	1102						
114	112	1343/6	1343/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	1103						
114	112	224	224	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	1104						
114	112	1345/6	1345/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	1105						
114	112	673/3	673/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	1106						
114	112	449/2	449/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	1107						
114	112	674/3	674/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	1108						
114	112	1349/6	1349/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	1109						
115	113	225	225	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	1110						
115	113	1351/6	1351/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	1111						
115	113	676/3	676/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	1112						
115	113	451/2	451/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	1113						
115	113	677/3	677/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	1114						
115	113	1355/6	1355/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	1115						
115	113	226	226	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	1116						
115	113	1357/6	1357/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	1117						
115	113	679/3	679/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	1118						
115	113	453/2	453/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	1119						
115	113	680/3	680/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	1120						
115	113	1361/6	1361/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	1121						
116	114	227	227	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	1122						
116	114	1363/6	1363/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	1123						
116	114	682/3	682/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	1124						
116	114	455/2	455/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	1125						
116	114	683/3	683/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	1126						
116	114	1367/6	1367/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	1127						
116	114	228	228	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	1128						
116	114	1369/6	1369/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	1129						
116	114	685/3	685/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	1130						
116	114	457/2	457/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	1131						
116	114	686/3	686/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	1132						
116	114	1373/6	1373/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	1133						
116	114	227	227	0.0	0	0	Dynamic	2/4	2	1	0						f					
117	115	229	229	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	1134						
117	115	919/4	919/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1135						
117	115	230	230	0.375	1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	1136						
117	115	1843/8	1843/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1137						
117	115	461/2	461/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	1138						
117	115	1847/8	1847/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1139						
117	115	229	229	0.75	0	0	Chord	2/4	2	1	3/16			1/8	3/2	1140						
117	115	919/4	919/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1141						
117	115	230	230	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1142						
117	115	461/2	461/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1143						
118	116	231	231	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1144						
118	116	925/4	925/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1145						
118	116	463/2	463/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1146		ornamentTurn				
118	116	929/4	929/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1147						
118	116	931/4	931/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1148						
118	116	231	231	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1149						
118	116	232	232	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1150						
118	116	465/2	465/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1151						
119	117	933/4	933/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1152						
119	117	935/4	935/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1153						
119	117	234	234	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	1154						
119	117	234	234	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1155						
119	117	469/2	469/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1156						
119	117	939/4	939/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1157						
119	117	233	233	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1158						
119	117	467/2	467/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1159						
119	117	234	234	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1160						
120	118	235	235	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1161						
120	118	941/4	941/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1162						
120	118	471/2	471/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1163		ornamentTurn				
120	118	945/4	945/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1164						
120	118	947/4	947/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1165						
120	118	235	235	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1166						
120	118	236	236	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1167						
120	118	473/2	473/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1168						
121	119	949/4	949/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1169						
121	119	951/4	951/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1170						
121	119	238	238	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	1171						
121	119	238	238	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1172						
121	119	477/2	477/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1173						
121	119	955/4	955/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1174						
121	119	237	237	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1175						
121	119	475/2	475/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1176						
121	119	238	238	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1177						
122	120	239	239	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1178						
122	120	957/4	957/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1179						
122	120	479/2	479/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1180						
122	120	959/4	959/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1181						
122	120	240	240	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1182						
122	120	961/4	961/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1183						
122	120	481/2	481/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1184						
122	120	963/4	963/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1185						
122	120	239	239	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1186						
122	120	240	240	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1187						
123	121	241	241	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1188						
123	121	241	241	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1189						
