mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
32	32	94	94	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	277									
32	32	95	95	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	278									
32	32	93	93	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	279									
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	280									
32	32	94	94	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	281									
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	282									
32	32	95	95	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	283									
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	284									
33	33	96	96	0.0	0	0	Dynamic	3/4	1	1	0					f								
33	33	96	96	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	285									
33	33	385/4	385/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	286									
33	33	193/2	193/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	287									
33	33	387/4	387/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	288									
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	289									
33	33	96	96	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	290									
33	33	193/2	193/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	291									
33	33	97	97	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	292									
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	293									
33	33	98	98	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	294									
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	295									
34	34	99	99	0.0	0	0	Dynamic	3/4	1	1	0					p								
34	34	99	99	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	296									
34	34	100	100	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	297									
34	34	101	101	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	298									
34	34	99	99	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	299									
34	34	100	100	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	300									
34	34	101	101	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	301									
34	34	99	99	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	302									
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	303									
34	34	100	100	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	304									
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	305									
34	34	101	101	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	306									
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	307									
35	35	102	102	0.0	0	0	Dynamic	3/4	1	1	0					f								
35	35	102	102	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	308									
35	35	409/4	409/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	309									
35	35	205/2	205/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	310									
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	311									
35	35	103	103	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	312									
35	35	102	102	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	313									
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	314									
35	35	103	103	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	315									
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	316									
35	35	104	104	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	317									
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	318									
36	36	105	105	0.0	0	0	Dynamic	3/4	1	1	0					p								
36	36	105	105	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	319									
36	36	106	106	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	320									
36	36	107	107	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	321									
36	36	105	105	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	322									
36	36	106	106	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	323									
36	36	107	107	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	324									
36	36	105	105	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	325									
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	326									
36	36	106	106	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	327									
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	328									
36	36	107	107	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	329									
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	330									
37	37	108	108	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	331									
37	37	433/4	433/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	332									
37	37	217/2	217/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	333									
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	334									
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	335									
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	336									
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	337									
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	338									
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	339									
38	38	111	111	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	340									
38	38	445/4	445/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	341									
38	38	223/2	223/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	342									
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	343									
38	38	112	112	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	344									
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	345									
38	38	113	113	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	346									
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	347									
39	39	114	114	0.0	0	0	Spanner	3/4	1	1	0													0
39	39	114	114	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	348									0
39	39	457/4	457/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	349									0
39	39	229/2	229/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	350									0
39	39	459/4	459/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	351									0
39	39	115	115	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	352									0
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	353									0
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	354									0
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	355									0
39	39	114	114	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	356									
39	39	114	114	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	357									
40	40	117	117	0.0	0	0	Spanner	3/4	1	1	0													
40	40	117	117	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	358									
40	40	469/4	469/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	359									
40	40	235/2	235/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	360									
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	361									
40	40	118	118	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	362									
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	363									
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	364									
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	365									
40	40	117	117	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	366									
40	40	117	117	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	367									
41	41	120	120	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	368									
41	41	361/3	361/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	369									
41	41	362/3	362/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	370									
41	41	121	121	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	371									
41	41	364/3	364/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	372									
41	41	365/3	365/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	373									
41	41	122	122	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	374									
41	41	367/3	367/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	375									
41	41	368/3	368/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	376									
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	377									
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	378									
42	42	123	123	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	379									
42	42	370/3	370/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	380									
42	42	371/3	371/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	381									
42	42	124	124	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	382									
42	42	373/3	373/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	383									
42	42	374/3	374/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	384									
42	42	125	125	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	385									
42	42	376/3	376/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	386									
42	42	377/3	377/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	387									
42	42	123	123	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	388									
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	389									
43	43	126	126	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	390									
43	43	379/3	379/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	391									
43	43	380/3	380/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	392									
43	43	127	127	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	393									
43	43	382/3	382/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	394									
43	43	383/3	383/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	395									
43	43	128	128	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	396									
43	43	385/3	385/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	397									
43	43	386/3	386/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	398									
43	43	126	126	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	399									
43	43	127	127	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	400									
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	401									
44	44	129	129	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	402									
44	44	388/3	388/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	403									
44	44	389/3	389/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	404									
44	44	130	130	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	405									
44	44	391/3	391/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	406									
44	44	392/3	392/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	407									
44	44	131	131	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	408									
44	44	394/3	394/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	409									
44	44	395/3	395/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	410									
44	44	129	129	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	411									
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	412									
45	45	132	132	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	413									
45	45	397/3	397/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	414									
45	45	398/3	398/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	415									
45	45	133	133	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	416									
45	45	400/3	400/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	417									
45	45	401/3	401/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	418									
45	45	134	134	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	419									
45	45	403/3	403/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	420									
45	45	404/3	404/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	421									
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	422									
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	423									
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	424									
46	46	135	135	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	425									
46	46	406/3	406/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	426									
46	46	407/3	407/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	427									
46	46	137	137	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	428									
46	46	412/3	412/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	429									
46	46	413/3	413/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	430									
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	431									
46	46	136	136	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	432									
47	47	138	138	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	433								8	
47	47	139	139	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	434									
47	47	418/3	418/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	435									
47	47	419/3	419/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	436									
47	47	140	140	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	437									
47	47	421/3	421/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	438									
47	47	422/3	422/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	439									
47	47	138	138	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	440									
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	441									
47	47	139	139	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	442									
48	48	141	141	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	443								9	
48	48	142	142	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	444									
48	48	427/3	427/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	445									
48	48	428/3	428/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	446									
48	48	143	143	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	447									
48	48	430/3	430/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	448									
48	48	431/3	431/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	449									
48	48	141	141	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	450									
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	451									
48	48	142	142	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	452									
49	49	144	144	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	453		ornamentTrill							
49	49	145	145	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	454									
49	49	436/3	436/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	455									
49	49	437/3	437/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	456									
49	49	146	146	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	457									
49	49	439/3	439/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	458									
49	49	440/3	440/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	459									
49	49	144	144	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	460									
49	49	145	145	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	461									
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	462									
50	50	147	147	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	463		ornamentTrill						10	
50	50	591/4	591/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	464								10	
50	50	1183/8	1183/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	465									
50	50	148	148	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	466									
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	467									
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	468									
51	51	150	150	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	469									
51	51	151	151	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	470									
51	51	454/3	454/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	471									
51	51	455/3	455/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	472									
51	51	152	152	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	473									
51	51	457/3	457/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	474									
51	51	458/3	458/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	475									
51	51	150	150	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	476									
51	51	150	150	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	477									
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	478									
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	479									
52	52	153	153	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	480									
52	52	154	154	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	481									
52	52	463/3	463/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	482									
52	52	464/3	464/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	483									
52	52	155	155	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	484									
52	52	466/3	466/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	485									
52	52	467/3	467/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	486									
52	52	153	153	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	487									
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	488									
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	489									
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	490									
53	53	156	156	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	491									
53	53	156	156	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	492									
53	53	313/2	313/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	493									
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	494									
53	53	157	157	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	495									
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	496									
53	53	157	157	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	497									
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	498									
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	499									
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	500									
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	501									
54	54	159	159	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	502									
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	503									
54	54	159	159	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	504									
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	505									
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	506									
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	507									
54	54	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	508									
55	55	162	162	0.0	0	0	Dynamic	3/4	1	1	0					p								
55	55	162	162	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	509		ornamentTrill							
55	55	163	163	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	510								11	
55	55	164	164	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	511									
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	512									
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	513		ornamentTrill							
56	56	166	166	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	514								12	
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	515									
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	516		ornamentTrill							
57	57	169	169	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	517								13	
57	57	170	170	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	518									
57	57	168	168	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	519									
57	57	169	169	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	520									
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	521									
58	58	171	171	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	522		ornamentTrill							
58	58	172	172	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	523								14	
58	58	173	173	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	524									
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	525									
58	58	172	172	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	526									
58	58	173	173	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	527									
59	59	174	174	0.0	0	0	Dynamic	3/4	1	1	0					f								
59	59	174	174	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	528									
59	59	175	175	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	529									
59	59	526/3	526/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	530									
59	59	527/3	527/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	531									
59	59	176	176	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	532									
59	59	529/3	529/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	533									
59	59	530/3	530/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	534									
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	535									
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	536									
59	59	174	174	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	537									
60	60	177	177	0.0	0	0	Chord	3/4	1	1	0	grace4	1/4	1	538									
60	60	177	177	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	539		ornamentTrill							
60	60	179	179	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	540									
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	541									
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	542									
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	543									
61	61	180	180	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	544									
61	61	181	181	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	545									
61	61	544/3	544/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	546									
61	61	545/3	545/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	547									
61	61	182	182	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	548									
61	61	547/3	547/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	549									
61	61	548/3	548/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	550									
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	551									
61	61	181	181	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	552									
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	553									
62	62	183	183	0.0	0	0	Chord	3/4	1	1	0	grace4	1/4	1	554									
62	62	183	183	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	555		ornamentTrill							
62	62	185	185	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	556									
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	557									
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	558									
