mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur
31	31	61	61	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	285							
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	286							
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	287							
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	288							
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	289							
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	290							
31	31	61	61	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	291							
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	292							
31	31	60	60	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	293							
31	31	61	61	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	294							
32	32	62	62	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	295							
32	32	249/4	249/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	296							
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	297							
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	298							
32	32	63	63	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	299							
32	32	62	62	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	300							
32	32	63	63	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	301							
32	32	62	62	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	302							
33	33	64	64	0.0	0	0	StaffText	2/4	1	1	0							Var. 2				
33	33	64	64	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	303							
33	33	65	65	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	304							
33	33	64	64	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	305							
33	33	65	65	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	306							
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	307							
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	308							
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	309							
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	310							
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	311							
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	312							
34	34	66	66	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	313							
34	34	67	67	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	314							
34	34	66	66	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	315							
34	34	67	67	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	316							
34	34	265/4	265/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	317							
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	318							
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	319							
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	320							
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	321							
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	322							
35	35	68	68	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	323							
35	35	69	69	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	324							
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	325							
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	326							
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	327							
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	328							
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	329							
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	330							
36	36	70	70	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	331							
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	332							
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	333							
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	334							
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	335							
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	336							
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	337							
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	338							
37	37	72	72	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	339							
37	37	73	73	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	340							15
37	37	585/8	585/8	0.375	9/32	9/32	Chord	2/4	1	1	3/32		1/16	3/2	341							
37	37	147/2	147/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	342							16
37	37	589/8	589/8	0.375	13/32	13/32	Chord	2/4	1	1	3/32		1/16	3/2	343							
37	37	289/4	289/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	344							
37	37	145/2	145/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	345							
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	346							
37	37	73	73	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	347							
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	348							
38	38	74	74	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	349							17
38	38	75	75	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	350							
38	38	301/4	301/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	351							
38	38	151/2	151/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	352							
38	38	303/4	303/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	353							
38	38	297/4	297/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	354							
38	38	149/2	149/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	355							
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	356							
38	38	75	75	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	357							
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	358							
39	39	76	76	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	359							
39	39	153/2	153/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	360							
39	39	153/2	153/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	361							
39	39	307/4	307/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	362							
39	39	615/8	615/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	363							
39	39	77	77	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	364							
39	39	155/2	155/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	365							
39	39	155/2	155/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	366							
39	39	311/4	311/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	367							
39	39	623/8	623/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	368							
39	39	305/4	305/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	369							
39	39	153/2	153/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	370							
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	371							
39	39	309/4	309/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	372							
39	39	155/2	155/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	373							
39	39	311/4	311/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	374							
40	40	78	78	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	375							
40	40	313/4	313/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	376							
40	40	157/2	157/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	377							
40	40	315/4	315/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	378							
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	379							
40	40	78	78	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	380							
40	40	313/4	313/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	381							
40	40	157/2	157/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	382							
40	40	315/4	315/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	383							
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	384							
40	40	78	78	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	385							18
40	40	79	79	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	386							
41	41	80	80	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	387							
41	41	81	81	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	388		ornamentTrill					
41	41	327/4	327/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	389							
41	41	655/8	655/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	390							
41	41	321/4	321/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	391							
41	41	161/2	161/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	392							
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	393							
41	41	325/4	325/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	394							
41	41	163/2	163/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	395							
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	396							
42	42	82	82	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	397							
42	42	83	83	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	398		ornamentTrill					
42	42	335/4	335/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	399							
42	42	671/8	671/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	400							
42	42	329/4	329/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	401							
42	42	165/2	165/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	402							
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	403							
42	42	333/4	333/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	404							
42	42	167/2	167/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	405							
42	42	335/4	335/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	406							
43	43	84	84	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	407							
43	43	85	85	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	408		ornamentTrill					
43	43	343/4	343/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	409							
43	43	687/8	687/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	410							
43	43	337/4	337/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	411							
43	43	169/2	169/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	412							
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	413							
43	43	341/4	341/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	414							
43	43	171/2	171/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	415							
43	43	343/4	343/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	416							
44	44	86	86	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	417							
44	44	87	87	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	418		ornamentTrill					
44	44	351/4	351/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	419							
44	44	703/8	703/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	420							
44	44	345/4	345/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	421							
44	44	173/2	173/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	422							
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	423							
44	44	349/4	349/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	424							
44	44	175/2	175/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	425							
44	44	351/4	351/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	426							
45	45	88	88	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	427							
45	45	357/4	357/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	428							
45	45	179/2	179/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	429							
45	45	359/4	359/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	430							
45	45	353/4	353/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	431							
45	45	177/2	177/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	432							
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	433							
45	45	89	89	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	434							
46	46	90	90	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	435							
46	46	91	91	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	436							
46	46	365/4	365/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	437							
46	46	183/2	183/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	438							
46	46	367/4	367/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	439							
46	46	361/4	361/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	440							
46	46	181/2	181/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	441							
46	46	363/4	363/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	442							
46	46	91	91	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	443							
47	47	92	92	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	444							
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	445							
47	47	93	93	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	446							
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	447							
47	47	369/4	369/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	448							
47	47	185/2	185/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	449							
47	47	371/4	371/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	450							
47	47	373/4	373/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	451							
47	47	187/2	187/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	452							
47	47	375/4	375/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	453							
48	48	94	94	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	454							
48	48	377/4	377/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	455							
48	48	189/2	189/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	456							
48	48	379/4	379/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	457							
48	48	95	95	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	458							
49	49	96	96	0.0	0	0	StaffText	2/4	1	1	0							Var. 3				
49	49	96	96	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	459							
49	49	577/6	577/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	460							
49	49	289/3	289/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	461							
49	49	193/2	193/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	462							
49	49	290/3	290/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	463							
49	49	581/6	581/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	464							
49	49	97	97	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	465							
49	49	583/6	583/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	466							
49	49	292/3	292/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	467							
49	49	195/2	195/2	0.0	3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	2/3	468							
49	49	195/2	195/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	469							
49	49	293/3	293/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	470							
49	49	587/6	587/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	471							
49	49	96	96	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	472							
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	473							
49	49	97	97	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	474							
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	475							
50	50	98	98	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	2/3	476							
50	50	98	98	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	477							
50	50	589/6	589/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	478							
50	50	295/3	295/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	479							
50	50	197/2	197/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	480							
50	50	296/3	296/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	481							
50	50	593/6	593/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	482							
50	50	99	99	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	483							
50	50	595/6	595/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	484							
50	50	298/3	298/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	485							
50	50	199/2	199/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	486							
50	50	299/3	299/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	487							
50	50	599/6	599/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	488							
50	50	98	98	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	489							
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	490							
50	50	99	99	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	491							
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	492							
51	51	100	100	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	493							
51	51	601/6	601/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	494							
51	51	301/3	301/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	495							
51	51	201/2	201/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	496							
51	51	302/3	302/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	497							
51	51	605/6	605/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	498							
51	51	101	101	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	499							
51	51	607/6	607/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	500							
51	51	304/3	304/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	501							
51	51	203/2	203/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	502							
51	51	305/3	305/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	503							
51	51	611/6	611/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	504							
51	51	100	100	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	505							
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	506							
51	51	101	101	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	507							
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	508							
52	52	102	102	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	2/3	509							
52	52	102	102	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	510							
52	52	613/6	613/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	511							
52	52	307/3	307/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	512							
52	52	205/2	205/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	513							
52	52	308/3	308/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	514							
52	52	617/6	617/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	515							
52	52	103	103	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	516							
52	52	619/6	619/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	517							
52	52	310/3	310/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	518							
52	52	207/2	207/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	519							
52	52	311/3	311/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	520							
52	52	623/6	623/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	521							
52	52	102	102	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	522							
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	523							
52	52	103	103	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	524							
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	525							
53	53	104	104	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	2/3	526							
53	53	104	104	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	527							
53	53	625/6	625/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	528							
53	53	313/3	313/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	529							
53	53	209/2	209/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	2/3	530							
53	53	209/2	209/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	531							
53	53	314/3	314/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	532							
53	53	629/6	629/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	533							
53	53	105	105	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	2/3	534							
53	53	105	105	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	535							
53	53	631/6	631/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	536							
53	53	316/3	316/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	537							
53	53	211/2	211/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	538							
53	53	317/3	317/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	539							
53	53	635/6	635/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	540							
53	53	209/2	209/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	541							
53	53	105	105	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	542							
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	543							
54	54	106	106	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	544							
54	54	637/6	637/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	545							
54	54	319/3	319/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	546							
54	54	213/2	213/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	547							
54	54	320/3	320/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	548							
54	54	641/6	641/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	549							
54	54	107	107	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	550							
54	54	643/6	643/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	551							
54	54	322/3	322/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	552							
54	54	215/2	215/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	553							
54	54	323/3	323/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	554							
54	54	647/6	647/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	555							
54	54	213/2	213/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	556							
54	54	107	107	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	557							
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	558							
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	559							
55	55	108	108	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	560							
55	55	649/6	649/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	561							
55	55	325/3	325/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	562							
55	55	217/2	217/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	563							
