mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur
30	12	268/3	268/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	277							
30	12	269/3	269/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	278							
30	12	87	87	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	279							
31	13	90	90	0.0	0	0	Dynamic	3/4	1	1	0					f						
31	13	90	90	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	280							
31	13	271/3	271/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	281							
31	13	272/3	272/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	282							
31	13	91	91	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	283							
31	13	274/3	274/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	284							
31	13	275/3	275/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	285							
31	13	92	92	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	286							
31	13	277/3	277/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	287							
31	13	278/3	278/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	288							
31	13	90	90	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	289							
31	13	91	91	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	290							
31	13	92	92	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	291							
31	13	90	90	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	292							
32	14	93	93	0.0	0	0	Dynamic	3/4	1	1	0					p						
32	14	93	93	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	293							
32	14	280/3	280/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	294							
32	14	281/3	281/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	295							
32	14	94	94	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	296							
32	14	283/3	283/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	297							
32	14	284/3	284/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	298							
32	14	95	95	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	299							
32	14	286/3	286/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	300							
32	14	287/3	287/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	301							
32	14	93	93	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	302							
32	14	94	94	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	303							
32	14	95	95	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	304							
32	14	93	93	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	305							
33	15	96	96	0.0	0	0	Dynamic	3/4	1	1	0					f						
33	15	96	96	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	306							
33	15	289/3	289/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	307							
33	15	290/3	290/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	308							
33	15	97	97	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	309							
33	15	292/3	292/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	310							
33	15	293/3	293/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	311							
33	15	98	98	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	312							
33	15	295/3	295/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	313							
33	15	296/3	296/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	314							
33	15	96	96	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	315							
33	15	97	97	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	316							
33	15	98	98	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	317							
33	15	96	96	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	318							
34	16	99	99	0.0	0	0	Dynamic	3/4	1	1	0					p						
34	16	99	99	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	319							
34	16	298/3	298/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	320							
34	16	299/3	299/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	321							
34	16	100	100	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	322							
34	16	301/3	301/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	323							
34	16	302/3	302/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	324							
34	16	101	101	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	325							
34	16	304/3	304/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	326							
34	16	305/3	305/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	327							
34	16	99	99	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	328							
34	16	100	100	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	329							
34	16	101	101	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	330							
34	16	99	99	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	331							
35	17	102	102	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	332							
35	17	307/3	307/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	333							
35	17	308/3	308/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	334							
35	17	103	103	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	335							
35	17	310/3	310/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	336							
35	17	311/3	311/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	337							
35	17	104	104	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	338							
35	17	313/3	313/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	339							
35	17	314/3	314/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	340							
35	17	102	102	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	341							
35	17	103	103	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	342							
35	17	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	343							
36	18	105	105	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	344							
36	18	316/3	316/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	345							
36	18	317/3	317/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	346							
36	18	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	347							
36	18	105	105	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	348							
36	18	106	106	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	349							
36	18	319/3	319/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	350							
36	18	320/3	320/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	351							
36	18	107	107	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	352							
36	18	322/3	322/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	353							
36	18	323/3	323/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	354							
37	1	108	108	0.0	0	0	StaffText	3/4	1	1	0							<b>Var. 2</b>				
37	1	108	108	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	355							
37	1	110	110	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	356							
37	1	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	357							
37	1	221/2	221/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	358							
37	1	443/4	443/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	359							
37	1	108	108	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	360							
37	1	325/3	325/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	361							
37	1	326/3	326/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	362							
37	1	109	109	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	363							
37	1	328/3	328/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	364							
37	1	329/3	329/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	365							
37	1	110	110	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	366							
37	1	331/3	331/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	367							
37	1	332/3	332/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	368							
38	2	111	111	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	369							
38	2	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	370							
38	2	112	112	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	371							
38	2	451/4	451/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	372							
38	2	113	113	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	373							
38	2	111	111	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	374							
38	2	334/3	334/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	375							
38	2	335/3	335/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	376							
38	2	112	112	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	377							
38	2	337/3	337/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	378							
38	2	338/3	338/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	379							
38	2	113	113	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	380							
38	2	340/3	340/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	381							
38	2	341/3	341/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	382							
39	3	114	114	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	383							
39	3	459/4	459/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	384							
39	3	115	115	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	385							
39	3	463/4	463/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	386							
39	3	116	116	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	387							
39	3	467/4	467/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	388							
39	3	114	114	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	389							
39	3	343/3	343/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	390							
39	3	344/3	344/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	391							
39	3	115	115	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	392							
39	3	346/3	346/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	393							
39	3	347/3	347/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	394							
39	3	116	116	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	395							
39	3	349/3	349/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	396							
39	3	350/3	350/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	397							
40	4	117	117	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	398							
40	4	117	117	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	399		ornamentTrill					
40	4	471/4	471/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	400							
40	4	118	118	0.0	1/4	1/4	Chord	3/4	1	1	0	grace4	1/4	1	401							
40	4	118	118	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	402							
40	4	117	117	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	403							
40	4	352/3	352/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	404							
40	4	353/3	353/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	405							
40	4	118	118	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	406							
40	4	355/3	355/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	407							
40	4	356/3	356/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	408							
40	4	119	119	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	409							
40	4	358/3	358/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	410							
40	4	359/3	359/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	411							
41	5	120	120	0.0	0	0	Dynamic	3/4	1	1	0					p						
41	5	120	120	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	412							
41	5	243/2	243/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	413							
41	5	487/4	487/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	414							
41	5	122	122	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	415							
41	5	122	122	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	416							
41	5	245/2	245/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	417							
41	5	491/4	491/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	418							
41	5	120	120	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	419							
41	5	361/3	361/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	420							
41	5	362/3	362/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	421							
41	5	121	121	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	422							
41	5	364/3	364/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	423							
41	5	365/3	365/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	424							
41	5	122	122	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	425							
41	5	367/3	367/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	426							
41	5	368/3	368/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	427							
42	6	123	123	0.0	0	0	Chord	3/4	1	1	0	grace4	1/4	1	428							
42	6	123	123	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	429		ornamentTrill					
42	6	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	430							
42	6	123	123	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	431							
42	6	370/3	370/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	432							
42	6	371/3	371/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	433							
42	6	124	124	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	434							
42	6	373/3	373/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	435							
42	6	374/3	374/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	436							
42	6	125	125	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	437							
42	6	376/3	376/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	438							
42	6	377/3	377/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	439							
43	7	126	126	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	440							
43	7	507/4	507/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	441							0
43	7	127	127	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f						
43	7	127	127	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	442							
43	7	255/2	255/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	443							
43	7	128	128	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	444							
43	7	257/2	257/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	445							
43	7	126	126	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	446							
43	7	379/3	379/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	447							
43	7	380/3	380/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	448							
43	7	127	127	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	449							
43	7	382/3	382/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	450							
43	7	383/3	383/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	451							
43	7	128	128	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	452							
43	7	385/3	385/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	453							
43	7	386/3	386/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	454							
44	8	129	129	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	2/3	455							
44	8	129	129	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	456							
44	8	388/3	388/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	457							
44	8	389/3	389/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	458							
44	8	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	459							
44	8	129	129	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	460							
44	8	388/3	388/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	461							
44	8	389/3	389/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	462							
44	8	130	130	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	463							
44	8	391/3	391/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	464							
44	8	392/3	392/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	465							
44	8	131	131	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	466							
44	8	394/3	394/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	467							
44	8	395/3	395/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	468							
45	9	132	132	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	469							
45	9	531/4	531/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	470							
45	9	1063/8	1063/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	471							
45	9	133	133	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	472							
45	9	267/2	267/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	473							
45	9	134	134	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	474							
45	9	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	475							
45	9	132	132	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	476							
45	9	397/3	397/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	477							
45	9	398/3	398/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	478							
45	9	133	133	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	479							
45	9	400/3	400/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	480							
45	9	401/3	401/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	481							
45	9	134	134	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	482							
45	9	403/3	403/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	483							
45	9	404/3	404/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	484							
46	10	135	135	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	485							
46	10	541/4	541/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16		1/8	3/2	486							
46	10	136	136	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	487							
46	10	545/4	545/4	0.75	5/16	5/16	Chord	3/4	1	1	3/16		1/8	3/2	488							
46	10	137	137	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	489							
46	10	549/4	549/4	0.75	9/16	9/16	Chord	3/4	1	1	3/16		1/8	3/2	490							
46	10	135	135	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	491							
46	10	406/3	406/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	492							
46	10	407/3	407/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	493							
46	10	136	136	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	494							
46	10	409/3	409/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	495							
46	10	410/3	410/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	496							
46	10	137	137	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	497							
46	10	412/3	412/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	498							
46	10	413/3	413/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	499							
47	11	138	138	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	500							
47	11	555/4	555/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	501							
47	11	1111/8	1111/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	502							
47	11	139	139	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	503							
47	11	279/2	279/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	504							
47	11	140	140	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	505							
47	11	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	506							
47	11	138	138	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	507							
47	11	415/3	415/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	508							
47	11	416/3	416/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	509							
47	11	139	139	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	510							
47	11	418/3	418/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	511							
47	11	419/3	419/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	512							
47	11	140	140	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	513							
47	11	421/3	421/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	514							
47	11	422/3	422/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	515							
48	12	141	141	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	516							
48	12	565/4	565/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16		1/8	3/2	517							
48	12	142	142	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	518							
48	12	569/4	569/4	0.75	5/16	5/16	Chord	3/4	1	1	3/16		1/8	3/2	519							
48	12	143	143	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	520							
48	12	573/4	573/4	0.75	9/16	9/16	Chord	3/4	1	1	3/16		1/8	3/2	521							
48	12	141	141	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	522							
48	12	424/3	424/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	523							
48	12	425/3	425/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	524							
48	12	142	142	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	525							
48	12	427/3	427/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	526							
48	12	428/3	428/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	527							
48	12	143	143	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	528							
48	12	430/3	430/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	529							
48	12	431/3	431/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	530							
49	13	144	144	0.0	0	0	Dynamic	3/4	1	1	0					f						
49	13	144	144	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	531							
49	13	579/4	579/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	532							
49	13	1159/8	1159/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	533							
49	13	145	145	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	534							
49	13	144	144	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	535							
49	13	433/3	433/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	536							
49	13	434/3	434/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	537							
49	13	145	145	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	538							
49	13	436/3	436/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	539							
49	13	437/3	437/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	540							
