mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Vibrato:guitarVibratoWide
47	47	279/2	279/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	906									
47	47	559/4	559/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	907									
47	47	140	140	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	908									
47	47	561/4	561/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	909									
47	47	281/2	281/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	910									
47	47	563/4	563/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	911									
48	48	141	141	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	912									
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	913									
48	48	143	143	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	914									
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	915									
48	48	565/4	565/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	916									
48	48	283/2	283/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	917									
48	48	567/4	567/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	918									
48	48	142	142	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	919									
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	920									
48	48	285/2	285/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	921									
48	48	571/4	571/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	922									
48	48	143	143	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	923									
48	48	573/4	573/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	924									
48	48	287/2	287/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	925									
48	48	575/4	575/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	926									
48	48	141	141	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	927									
49	49	144	144	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	928									
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	929									
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	930									
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	931									
49	49	146	146	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	932									
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	933									
49	49	144	144	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	934									
49	49	577/4	577/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	935									
49	49	289/2	289/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	936									
49	49	579/4	579/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	937									
49	49	145	145	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	938									
49	49	581/4	581/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	939									
49	49	291/2	291/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	940									
49	49	583/4	583/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	941									
49	49	146	146	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	942									
49	49	585/4	585/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	943									
49	49	293/2	293/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	944									
49	49	587/4	587/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	945									
50	50	147	147	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	946									
50	50	591/4	591/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	947									
50	50	148	148	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	948									
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	949									
50	50	149	149	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	950									
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	951									
50	50	147	147	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	952									
50	50	589/4	589/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	953									
50	50	295/2	295/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	954									
50	50	591/4	591/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	955									
50	50	148	148	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	956									
50	50	593/4	593/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	957									
50	50	297/2	297/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	958									
50	50	595/4	595/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	959									
50	50	149	149	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	960									
50	50	597/4	597/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	961									
50	50	299/2	299/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	962									
50	50	599/4	599/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	963									
51	51	150	150	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	964									
51	51	601/4	601/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	965									
51	51	301/2	301/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	966									
51	51	603/4	603/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	967									
51	51	151	151	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	968									
51	51	605/4	605/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	969									
51	51	303/2	303/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	970									
51	51	607/4	607/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	971									
51	51	152	152	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	972									
51	51	609/4	609/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	973									
51	51	305/2	305/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	974									
51	51	611/4	611/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	975									
51	51	150	150	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	976									
51	51	601/4	601/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	977									
51	51	301/2	301/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	978									
51	51	603/4	603/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	979									
51	51	151	151	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	980									
51	51	605/4	605/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	981									
51	51	303/2	303/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	982									
51	51	607/4	607/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	983									
51	51	152	152	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	984									
51	51	609/4	609/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	985									
51	51	305/2	305/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	986									
51	51	611/4	611/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	987									
51	51	150	150	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	988									
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	989									
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	990									
52	52	153	153	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	991									
52	52	309/2	309/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	992									
52	52	155	155	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	993									
52	52	311/2	311/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	994									
52	52	613/4	613/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	995									
52	52	307/2	307/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	996									
52	52	615/4	615/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	997									
52	52	154	154	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	998									
52	52	617/4	617/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	999									
52	52	309/2	309/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1000									
52	52	619/4	619/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1001									
52	52	155	155	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1002									
52	52	621/4	621/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1003									
52	52	311/2	311/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1004									
52	52	623/4	623/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1005									
53	53	156	156	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1006									
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1007									
53	53	157	157	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1008									
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1009									
53	53	158	158	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1010									
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1011									
53	53	156	156	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1012									
53	53	625/4	625/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1013									
53	53	313/2	313/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1014									
53	53	627/4	627/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1015									
53	53	157	157	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1016									
53	53	629/4	629/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1017									
53	53	315/2	315/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1018									
53	53	631/4	631/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1019									
53	53	158	158	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1020									
53	53	633/4	633/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1021									
53	53	317/2	317/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1022									
53	53	635/4	635/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1023									
54	54	159	159	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1024									
54	54	639/4	639/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1025									
54	54	160	160	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1026									
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1027									
54	54	161	161	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1028									
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1029									
54	54	159	159	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1030									
54	54	637/4	637/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1031									
54	54	319/2	319/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1032									
54	54	639/4	639/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1033									
54	54	160	160	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1034									
54	54	641/4	641/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1035									
54	54	321/2	321/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1036									
54	54	643/4	643/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1037									
54	54	161	161	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1038									
54	54	645/4	645/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1039									
54	54	323/2	323/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1040									
54	54	647/4	647/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1041									
55	55	162	162	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1042									
55	55	649/4	649/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1043									
55	55	325/2	325/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1044									
55	55	651/4	651/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1045									
55	55	163	163	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1046									
55	55	653/4	653/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1047									
55	55	327/2	327/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1048									
55	55	655/4	655/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1049									
55	55	164	164	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1050									
55	55	657/4	657/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1051									
55	55	329/2	329/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1052									
55	55	659/4	659/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1053									
55	55	162	162	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	1054									
55	55	649/4	649/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	1055									
55	55	325/2	325/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	1056									
55	55	651/4	651/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	1057									
55	55	163	163	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	1058									
55	55	653/4	653/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	1059									
55	55	327/2	327/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	1060									
55	55	655/4	655/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	1061									
55	55	164	164	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	1062									
55	55	657/4	657/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	1063									
55	55	329/2	329/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	1064									
55	55	659/4	659/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	1065									
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1066									
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1067									
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1068									
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1069									
56	56	166	166	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1070									
56	56	665/4	665/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1071									
56	56	333/2	333/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1072									
56	56	667/4	667/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1073									
56	56	167	167	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1074									
56	56	669/4	669/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1075									
56	56	335/2	335/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1076									
56	56	671/4	671/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1077									
56	56	165	165	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	1078									
56	56	661/4	661/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	1079									
56	56	331/2	331/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	1080									
56	56	663/4	663/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	1081									
56	56	166	166	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1082									
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1083									
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1084									
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1085									
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1086									
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1087									
57	57	169	169	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1088									
57	57	677/4	677/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1089									
57	57	339/2	339/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1090									
57	57	679/4	679/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1091									
57	57	170	170	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1092									
57	57	681/4	681/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1093									
57	57	341/2	341/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1094									
57	57	683/4	683/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1095									
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1096									
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1097									
57	57	673/4	673/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1098									
57	57	337/2	337/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1099									
57	57	675/4	675/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1100									
57	57	169	169	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1101									
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1102									
58	58	171	171	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1103									
58	58	685/4	685/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1104									
58	58	343/2	343/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1105									
58	58	687/4	687/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1106									
58	58	172	172	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1107									
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1108									
58	58	171	171	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1109									
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1110									
58	58	689/4	689/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1111									
58	58	345/2	345/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1112									
58	58	691/4	691/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1113									
58	58	173	173	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1114									
58	58	693/4	693/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1115									
58	58	347/2	347/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1116									
58	58	695/4	695/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1117									
58	58	689/4	689/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16		1/16	1	1118									
58	58	345/2	345/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16		1/16	1	1119									
58	58	691/4	691/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	1120									
58	58	173	173	0.25	1/2	1/2	Chord	3/4	2	2	1/16		1/16	1	1121									
58	58	693/4	693/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16		1/16	1	1122									
58	58	347/2	347/2	0.25	5/8	5/8	Chord	3/4	2	2	1/16		1/16	1	1123									
58	58	695/4	695/4	0.25	11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	1124									
59	59	174	174	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1125									
59	59	697/4	697/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1126									
59	59	349/2	349/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1127									
59	59	699/4	699/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1128									
59	59	175	175	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1129									
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1130									
59	59	701/4	701/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1131									
59	59	351/2	351/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1132									
59	59	703/4	703/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1133									
59	59	176	176	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1134									
59	59	705/4	705/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1135									
59	59	353/2	353/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1136									
59	59	707/4	707/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1137									
60	60	177	177	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1138									
60	60	709/4	709/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1139									
60	60	355/2	355/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1140									
60	60	711/4	711/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1141									
60	60	178	178	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1142									
60	60	177	177	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	1143									
60	60	709/4	709/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	1144									
60	60	355/2	355/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	1145									
60	60	711/4	711/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	1146									
60	60	178	178	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1147									
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1148									
60	60	178	178	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1149									
60	60	713/4	713/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1150									
60	60	357/2	357/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1151									
60	60	715/4	715/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1152									
60	60	179	179	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1153									
60	60	717/4	717/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1154									
60	60	359/2	359/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1155									
60	60	719/4	719/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1156									
61	61	180	180	0.0	0	0	StaffText	3/4	1	1	0						Siegue subito							
61	61	180	180	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1157									
61	61	182	182	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1158	ornamentTrill								
61	61	180	180	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1159									
61	61	182	182	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1160									
61	61	180	180	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1161									
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1162									
61	61	182	182	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1163									
62	62	183	183	0.0	0	0	StaffText	3/4	1	1	0						[2. Allegro Moderato]							
62	62	183	183	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1164									
62	62	183	183	0.0	0	0	Spanner	3/4	2	1	0													0
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1165									0
62	62	184	184	0.0	1/4	1/4	Spanner	3/4	2	1	0													
